number,pokemon_name,pic_url,main_type,secondary_type,region,category,height (),weight (),pokemon_family,attack,defense,stamina,cp min,cp max,Hp min,hp max,capture_rate,flee_rate,male_perc,female_perc,resistance,weakness,wild_avail,egg_avail,raid_avail,research_avail,shiny,shadow,Fecha
260,Swampert,https://static.wikia.nocookie.net/pokemongo/images/d/d7/Swampert.png,Water,Ground,Hoenn,Mud,"1,5","81,9",Mudkip family,208,175,225,36,2974,21,189,5%,5%,"87,50%","12,50%","{'62.5%': ['Electric', 'Fire', 'Poison', 'Rock', 'Steel']}",{'256%': ['Grass']},Yes,No,Formerly (4th tier level),No,Yes,Yes,2002
261,Poochyena,https://static.wikia.nocookie.net/pokemongo/images/d/d4/Poochyena.png,Dark,,Hoenn,Bite,"0,51","13,6",Poochyena family,96,61,111,10,678,10,99,50%,20%,50%,50%,"{'62.5%': ['Ghost', 'Dark'], '39%': ['Psychic']}","{'160%': ['Bug', 'Fairy', 'Fighting']}",Yes,No,No,Formerly,Yes,Yes,2002
262,Mightyena,https://static.wikia.nocookie.net/pokemongo/images/7/7c/Mightyena.png,Dark,,Hoenn,Bite,"0,99",37,Poochyena family,171,132,172,22,1926,16,147,20%,7%,50%,50%,"{'62.5%': ['Ghost', 'Dark'], '39%': ['Psychic']}","{'160%': ['Bug', 'Fairy', 'Fighting']}",Yes,No,Formerly (3rd tier level),No,Yes,Yes,2002
263,Zigzagoon,https://static.wikia.nocookie.net/pokemongo/images/a/a7/Zigzagoon.png,Normal,,Hoenn,Tiny,"0,4","17,5",Zigzagoon family,58,80,116,10,508,10,103,50%,20%,50%,50%,{'39%': ['Ghost']},{'160%': ['Fighting']},Yes,No,No,Formerly,Yes,No,2002
264,Linoone,https://static.wikia.nocookie.net/pokemongo/images/b/b5/Linoone.png,Normal,,Hoenn,Rushing,"0,5","32,5",Zigzagoon family,142,128,186,19,1662,17,158,20%,7%,50%,50%,{'39%': ['Ghost']},{'160%': ['Fighting']},Yes,No,No,No,Yes,No,2002
265,Wurmple,https://static.wikia.nocookie.net/pokemongo/images/5/52/Wurmple.png,Bug,,Hoenn,Worm,"0,3","3,6",Wurmple family,75,59,128,10,578,12,113,50%,20%,50%,50%,"{'62.5%': ['Fighting', 'Grass', 'Ground']}","{'160%': ['Fire', 'Flying', 'Rock']}",Yes,No,Formerly (1st tier level),Formerly,Yes,No,2002
266,Silcoon,https://static.wikia.nocookie.net/pokemongo/images/5/50/Silcoon.png,Bug,,Hoenn,Cocoon,"0,61",10,Wurmple family,60,77,137,10,553,12,120,25%,9%,50%,50%,"{'62.5%': ['Fighting', 'Grass', 'Ground']}","{'160%': ['Fire', 'Flying', 'Rock']}",No,No,No,No,Yes,No,2002
267,Beautifly,https://static.wikia.nocookie.net/pokemongo/images/a/ae/Beautifly.png,Bug,Flying,Hoenn,Butterfly,"0,99","28,4",Wurmple family,189,98,155,20,1765,14,134,"12,50%",6%,50%,50%,"{'62.5%': ['Bug'], '39%': ['Fighting', 'Grass'], '24%': ['Ground']}","{'160%': ['Electric', 'Fire', 'Flying', 'Ice'], '256%': ['Rock']}",No,No,Formerly (3rd tier level),No,Yes,No,2002
268,Cascoon,https://static.wikia.nocookie.net/pokemongo/images/7/7c/Cascoon.png,Bug,,Hoenn,Cocoon,"0,71","11,5",Wurmple family,60,77,137,10,553,12,120,25%,9%,50%,50%,"{'62.5%': ['Fighting', 'Grass', 'Ground']}","{'160%': ['Fire', 'Flying', 'Rock']}",No,No,No,No,Yes,No,2002
269,Dustox,https://static.wikia.nocookie.net/pokemongo/images/1/12/Dustox.png,Bug,Poison,Hoenn,Poison,"1,19","31,6",Wurmple family,98,162,155,13,1224,14,134,"12,50%",6%,50%,50%,"{'62.5%': ['Bug', 'Fairy', 'Poison'], '39%': ['Fighting', 'Grass']}","{'160%': ['Fire', 'Flying', 'Psychic', 'Rock']}",No,No,No,No,Yes,No,2002
270,Lotad,https://static.wikia.nocookie.net/pokemongo/images/3/3c/Lotad.png,Water,Grass,Hoenn,Water,"0,51","2,6",Lotad family,71,77,120,10,598,11,106,50%,20%,50%,50%,"{'62.5%': ['Ground', 'Steel'], '39%': ['Water']}","{'160%': ['Bug', 'Flying', 'Poison']}",Yes,No,Formerly (1st tier level),Formerly,Yes,No,2002
271,Lombre,https://static.wikia.nocookie.net/pokemongo/images/d/d8/Lombre.png,Water,Grass,Hoenn,Jolly,"1,19","32,5",Lotad family,112,119,155,13,1197,14,134,25%,9%,50%,50%,"{'62.5%': ['Ground', 'Steel'], '39%': ['Water']}","{'160%': ['Bug', 'Flying', 'Poison']}",Yes,No,No,No,Yes,No,2002
272,Ludicolo,https://static.wikia.nocookie.net/pokemongo/images/6/69/Ludicolo.png,Water,Grass,Hoenn,Carefree,"1,5",55,Lotad family,173,176,190,27,2323,17,162,"12,50%",6%,50%,50%,"{'62.5%': ['Ground', 'Steel'], '39%': ['Water']}","{'160%': ['Bug', 'Flying', 'Poison']}",Yes,No,Formerly (3rd tier level),No,Yes,No,2002
273,Seedot,https://static.wikia.nocookie.net/pokemongo/images/7/7e/Seedot.png,Grass,,Hoenn,Acorn,"0,51",4,Seedot family,71,77,120,10,598,11,106,50%,20%,50%,50%,"{'62.5%': ['Electric', 'Grass', 'Ground', 'Water']}","{'160%': ['Bug', 'Fire', 'Flying', 'Ice', 'Poison']}",Yes,No,Formerly (1st tier level),Formerly,Yes,Yes,2002
274,Nuzleaf,https://static.wikia.nocookie.net/pokemongo/images/4/4b/Nuzleaf.png,Grass,Dark,Hoenn,Wily,"0,99",28,Seedot family,134,78,172,13,1227,16,147,25%,9%,50%,50%,"{'62.5%': ['Dark', 'Electric', 'Ghost', 'Grass', 'Ground', 'Water'], '39%': ['Psychic']}","{'160%': ['Fairy', 'Fighting', 'Fire', 'Flying', 'Ice', 'Poison'], '256%': ['Bug']}",Yes,No,Formerly (3rd tier level),Formerly,Yes,Yes,2002
275,Shiftry,https://static.wikia.nocookie.net/pokemongo/images/9/99/Shiftry.png,Grass,Dark,Hoenn,Wicked,"1,3","59,6",Seedot family,200,121,207,27,2333,19,175,"12,50%",6%,50%,50%,"{'62.5%': ['Dark', 'Electric', 'Ghost', 'Grass', 'Ground', 'Water'], '39%': ['Psychic']}","{'160%': ['Fairy', 'Fighting', 'Fire', 'Flying', 'Ice', 'Poison'], '256%': ['Bug']}",Yes,No,Formerly (4th tier level),No,Yes,Yes,2002
276,Taillow,https://static.wikia.nocookie.net/pokemongo/images/a/a3/Taillow.png,Normal,Flying,Hoenn,Tiny,"0,3","2,3",Taillow family,106,61,120,10,765,11,106,50%,20%,50%,50%,"{'62.5%': ['Bug', 'Grass'], '39%': ['Ghost', 'Ground']}","{'160%': ['Electric', 'Ice', 'Rock']}",Yes,No,Formerly (1st tier level),Formerly,Yes,No,2002
277,Swellow,https://static.wikia.nocookie.net/pokemongo/images/7/71/Swellow.png,Normal,Flying,Hoenn,Swallow,"0,71","19,8",Taillow family,185,124,155,22,1920,14,134,20%,7%,50%,50%,"{'62.5%': ['Bug', 'Grass'], '39%': ['Ghost', 'Ground']}","{'160%': ['Electric', 'Ice', 'Rock']}",Yes,No,Formerly (3rd tier level),Formerly,Yes,No,2002
278,Wingull,https://static.wikia.nocookie.net/pokemongo/images/f/ff/Wingull.png,Water,Flying,Hoenn,Seagull,"0,61","9,5",Wingull family,106,61,120,10,765,11,106,50%,20%,50%,50%,"{'62.5%': ['Bug', 'Fighting', 'Fire', 'Steel', 'Water'], '39%': ['Ground']}","{'160%': ['Rock'], '256%': ['Electric']}",Yes,No,Formerly (1st tier level),No,Yes,No,2002
279,Pelipper,https://static.wikia.nocookie.net/pokemongo/images/8/8a/Pelipper.png,Water,Flying,Hoenn,Water,"1,19",28,Wingull family,175,174,155,25,2127,14,134,20%,7%,50%,50%,"{'62.5%': ['Bug', 'Fighting', 'Fire', 'Steel', 'Water'], '39%': ['Ground']}","{'160%': ['Rock'], '256%': ['Electric']}",Yes,No,Formerly (3rd tier level),No,Yes,No,2002
280,Ralts,https://static.wikia.nocookie.net/pokemongo/images/e/e8/Ralts.png,Psychic,Fairy,Hoenn,Feeling,"0,41","6,6",Ralts family,79,59,99,10,539,10,90,40%,9%,50%,50%,"{'62.5%': ['Psychic'], '39%': ['Dragon', 'Fighting']}","{'160%': ['Ghost', 'Poison', 'Steel']}",Yes,No,Formerly (1st tier level),Yes,Yes,Yes,2002
281,Kirlia,https://static.wikia.nocookie.net/pokemongo/images/2/25/Kirlia.png,Psychic,Fairy,Hoenn,Emotion,"0,79","20,2",Ralts family,117,90,116,10,966,10,103,10%,6%,50%,50%,"{'62.5%': ['Psychic'], '39%': ['Dragon', 'Fighting']}","{'160%': ['Ghost', 'Poison', 'Steel']}",Yes,No,Formerly (3rd tier level),No,Yes,Yes,2002
282,Gardevoir,https://static.wikia.nocookie.net/pokemongo/images/2/28/Gardevoir.png,Psychic,Fairy,Hoenn,Embrace,"1,6","48,4",Ralts family,237,195,169,38,3093,15,145,5%,5%,50%,50%,"{'62.5%': ['Psychic'], '39%': ['Dragon', 'Fighting']}","{'160%': ['Ghost', 'Poison', 'Steel']}",No,No,Formerly (3rd tier level),No,Yes,Yes,2002
283,Surskit,https://static.wikia.nocookie.net/pokemongo/images/9/9f/Surskit.png,Bug,Water,Hoenn,Pond,"0,51","1,7",Surskit family,93,87,120,10,791,11,106,50%,20%,50%,50%,"{'62.5%': ['Fighting', 'Ground', 'Ice', 'Steel', 'Water']}","{'160%': ['Electric', 'Flying', 'Rock']}",Yes,No,No,No,No,No,2002
284,Masquerain,https://static.wikia.nocookie.net/pokemongo/images/4/43/Masquerain.png,Bug,Flying,Hoenn,Eyeball,"0,79","3,6",Surskit family,192,150,172,27,2270,16,147,20%,7%,50%,50%,"{'62.5%': ['Bug'], '39%': ['Fighting', 'Grass'], '24%': ['Ground']}","{'160%': ['Electric', 'Fire', 'Flying', 'Ice'], '256%': ['Rock']}",Yes,No,Formerly (3rd tier level),No,No,No,2002
285,Shroomish,https://static.wikia.nocookie.net/pokemongo/images/4/45/Shroomish.png,Grass,,Hoenn,Mushroom,"0,41","4,5",Shroomish family,74,110,155,10,810,14,134,50%,20%,50%,50%,"{'62.5%': ['Electric', 'Grass', 'Ground', 'Water']}","{'160%': ['Bug', 'Fire', 'Flying', 'Ice', 'Poison']}",Yes,No,No,Formerly,No,No,2002
286,Breloom,https://static.wikia.nocookie.net/pokemongo/images/3/39/Breloom.png,Grass,Fighting,Hoenn,Mushroom,"1,19","39,2",Shroomish family,241,144,155,31,2628,14,134,20%,7%,50%,50%,"{'62.5%': ['Dark', 'Electric', 'Grass', 'Ground', 'Rock', 'Water']}","{'160%': ['Fairy', 'Fire', 'Ice', 'Poison', 'Psychic'], '256%': ['Flying']}",Yes,No,Formerly (3rd tier level),No,No,No,2002
287,Slakoth,https://static.wikia.nocookie.net/pokemongo/images/e/e3/Slakoth.png,Normal,,Hoenn,Slacker,"0,79",24,Slakoth family,104,92,155,10,1002,14,134,40%,9%,50%,50%,{'39%': ['Ghost']},{'160%': ['Fighting']},Yes,No,Formerly (1st tier level),Formerly,Yes,No,2002
288,Vigoroth,https://static.wikia.nocookie.net/pokemongo/images/6/6d/Vigoroth.png,Normal,,Hoenn,Wild,"1,4","46,5",Slakoth family,159,145,190,23,1968,17,162,10%,6%,50%,50%,{'39%': ['Ghost']},{'160%': ['Fighting']},Yes,No,No,No,Yes,No,2002
289,Slaking,https://static.wikia.nocookie.net/pokemongo/images/1/1c/Slaking.png,Normal,,Hoenn,Lazy,"2,01","130,5",Slakoth family,290,166,284,55,4431,26,236,5%,5%,50%,50%,{'39%': ['Ghost']},{'160%': ['Fighting']},Yes,No,Formerly (3rd tier level),No,Yes,No,2002
290,Nincada,https://static.wikia.nocookie.net/pokemongo/images/8/8e/Nincada.png,Bug,Ground,Hoenn,Trainee,"0,51","5,5",Nincada family,80,126,104,10,768,10,94,20%,10%,50%,50%,"{'62.5%': ['Fighting', 'Ground', 'Poison'], '39%': ['Electric']}","{'160%': ['Fire', 'Flying', 'Ice', 'Water']}",No,No,No,Formerly,Yes,No,2002
291,Ninjask,https://static.wikia.nocookie.net/pokemongo/images/d/d1/Ninjask.png,Bug,Flying,Hoenn,Ninja,"0,79",12,Nincada family,199,112,156,23,1969,14,135,10%,7%,50%,50%,"{'62.5%': ['Bug'], '39%': ['Fighting', 'Grass'], '24%': ['Ground']}","{'160%': ['Electric', 'Fire', 'Flying', 'Ice'], '256%': ['Rock']}",No,No,Formerly (4th tier level),No,Yes,No,2002
292,Shedinja,https://static.wikia.nocookie.net/pokemongo/images/f/f4/Shedinja.png,Bug,Ghost,Hoenn,Shed,"0,79","1,2",Nincada family,153,73,1,10,393,10,23,5%,5%,N/A,N/A,"{'62.5%': ['Bug', 'Grass', 'Ground', 'Poison'], '39%': ['Normal'], '24%': ['Fighting']}","{'160%': ['Dark', 'Fire', 'Flying', 'Ghost', 'Rock']}",No,No,No,No,No,No,2002
293,Whismur,https://static.wikia.nocookie.net/pokemongo/images/f/f4/Whismur.png,Normal,,Hoenn,Whisper,"0,61","16,3",Whismur family,92,42,162,10,671,15,139,50%,20%,50%,50%,{'39%': ['Ghost']},{'160%': ['Fighting']},Yes,No,No,Formerly,Yes,Yes,2002
294,Loudred,https://static.wikia.nocookie.net/pokemongo/images/1/1e/Loudred.png,Normal,,Hoenn,Big,"0,99","40,5",Whismur family,134,81,197,14,1327,18,167,25%,9%,50%,50%,{'39%': ['Ghost']},{'160%': ['Fighting']},Yes,No,No,Formerly,Yes,Yes,2002
295,Exploud,https://static.wikia.nocookie.net/pokemongo/images/2/21/Exploud.png,Normal,,Hoenn,Loud,"1,5",84,Whismur family,179,137,232,28,2347,21,195,"12,50%",6%,50%,50%,{'39%': ['Ghost']},{'160%': ['Fighting']},Yes,No,No,No,Yes,Yes,2002
296,Makuhita,https://static.wikia.nocookie.net/pokemongo/images/d/d1/Makuhita.png,Fighting,,Hoenn,Guts,"0,99","86,4",Makuhita family,99,54,176,10,817,16,150,50%,10%,75%,25%,"{'62.5%': ['Bug', 'Dark', 'Rock']}","{'160%': ['Fairy', 'Flying', 'Psychic']}",Yes,No,Formerly (1st tier level),Formerly,Yes,Yes,2002
297,Hariyama,https://static.wikia.nocookie.net/pokemongo/images/c/cb/Hariyama.png,Fighting,,Hoenn,Arm,"2,31","253,8",Makuhita family,209,114,302,34,2829,28,250,20%,6%,75%,25%,"{'62.5%': ['Bug', 'Dark', 'Rock']}","{'160%': ['Fairy', 'Flying', 'Psychic']}",Yes,No,Formerly (3rd tier level),No,Yes,Yes,2002
298,Azurill,https://static.wikia.nocookie.net/pokemongo/images/c/ca/Azurill.png,Normal,Fairy,Hoenn,Polka,"0,2",2,Marill family,36,71,137,10,364,12,120,N/A,N/A,25%,75%,"{'62.5%': ['Bug', 'Dark'], '39%': ['Dragon', 'Ghost']}","{'160%': ['Poison', 'Steel']}",No,Yes (5-km Eggs),No,No,Yes,No,2002
299,Nosepass,https://static.wikia.nocookie.net/pokemongo/images/5/52/Nosepass.png,Rock,,Hoenn,Compass,"0,99",97,Nosepass family,82,215,102,10,993,10,92,20%,9%,50%,50%,"{'62.5%': ['Fire', 'Flying', 'Normal', 'Poison']}","{'160%': ['Fighting', 'Grass', 'Ground', 'Steel', 'Water']}",Yes,No,Formerly (1st tier level),Formerly,Yes,Yes,2002
300,Skitty,https://static.wikia.nocookie.net/pokemongo/images/f/f0/Skitty.png,Normal,,Hoenn,Kitten,"0,61",11,Skitty family,84,79,137,10,739,12,120,50%,10%,25%,75%,{'39%': ['Ghost']},{'160%': ['Fighting']},Yes,No,No,Formerly,Yes,No,2002
301,Delcatty,https://static.wikia.nocookie.net/pokemongo/images/3/3e/Delcatty.png,Normal,,Hoenn,Prim,"1,09","32,6",Skitty family,132,127,172,17,1496,16,147,20%,6%,25%,75%,{'39%': ['Ghost']},{'160%': ['Fighting']},Yes,No,Formerly (3rd tier level),No,Yes,No,2002
302,Sableye,https://static.wikia.nocookie.net/pokemongo/images/9/99/Sableye.png,Dark,Ghost,Hoenn,Darkness,"0,51",11,Sableye family,141,136,137,17,1476,12,120,20%,7%,50%,50%,"{'62.5%': ['Fighting', 'Poison'], '39%': ['Normal', 'Psychic']}",{'160%': ['Fairy']},Yes,No,Formerly (3rd tier level),Formerly,Yes,Yes,2002
303,Mawile,https://static.wikia.nocookie.net/pokemongo/images/b/bd/Mawile.png,Steel,Fairy,Hoenn,Deceiver,"0,61","11,5",Mawile family,155,141,137,19,1634,12,120,50%,9%,50%,50%,"{'62.5%': ['Dark', 'Fairy', 'Flying', 'Grass', 'Ice', 'Normal', 'Poison', 'Psychic', 'Rock'], '39%': ['Bug'], '24%': ['Dragon']}","{'160%': ['Fire', 'Ground']}",No,No,Formerly (3rd tier level),Formerly,Yes,Yes,2002
304,Aron,https://static.wikia.nocookie.net/pokemongo/images/3/30/Aron.png,Steel,Rock,Hoenn,Iron,"0,41",60,Aron family,121,141,137,14,1307,12,120,50%,20%,50%,50%,"{'62.5%': ['Bug', 'Dragon', 'Fairy', 'Ice', 'Psychic', 'Rock'], '39%': ['Flying', 'Normal'], '24%': ['Poison']}","{'160%': ['Water'], '256%': ['Fighting', 'Ground']}",Yes,No,Formerly (1st tier level),Formerly,Yes,Yes,2002
305,Lairon,https://static.wikia.nocookie.net/pokemongo/images/a/a4/Lairon.png,Steel,Rock,Hoenn,Iron,"0,89",120,Aron family,158,198,155,24,2056,14,134,25%,9%,50%,50%,"{'62.5%': ['Bug', 'Dragon', 'Fairy', 'Ice', 'Psychic', 'Rock'], '39%': ['Flying', 'Normal'], '24%': ['Poison']}","{'160%': ['Water'], '256%': ['Fighting', 'Ground']}",Yes,No,No,No,Yes,Yes,2002
306,Aggron,https://static.wikia.nocookie.net/pokemongo/images/1/1e/Aggron.png,Steel,Rock,Hoenn,Iron,"2,11",360,Aron family,198,257,172,36,3000,16,147,"12,50%",6%,50%,50%,"{'62.5%': ['Bug', 'Dragon', 'Fairy', 'Ice', 'Psychic', 'Rock'], '39%': ['Flying', 'Normal'], '24%': ['Poison']}","{'160%': ['Water'], '256%': ['Fighting', 'Ground']}",Yes,No,Formerly (3rd tier level),No,Yes,Yes,2002
307,Meditite,https://static.wikia.nocookie.net/pokemongo/images/2/28/Meditite.png,Fighting,Psychic,Hoenn,Meditate,"0,61","11,2",Meditite family,78,107,102,10,693,10,92,50%,10%,50%,50%,"{'62.5%': ['Fighting', 'Rock']}","{'160%': ['Fairy', 'Flying', 'Ghost']}",Yes,Yes (2-km Eggs),Formerly (1st tier level),Formerly,Yes,No,2002
308,Medicham,https://static.wikia.nocookie.net/pokemongo/images/b/be/Medicham.png,Fighting,Psychic,Hoenn,Meditate,"1,3","31,5",Meditite family,121,152,155,16,1431,14,134,20%,6%,50%,50%,"{'62.5%': ['Fighting', 'Rock']}","{'160%': ['Fairy', 'Flying', 'Ghost']}",Yes,No,Formerly (3rd tier level),No,Yes,No,2002
309,Electrike,https://static.wikia.nocookie.net/pokemongo/images/0/07/Electrike.png,Electric,,Hoenn,Lightning,"0,61","15,2",Electrike family,123,78,120,10,965,11,106,50%,10%,50%,50%,"{'62.5%': ['Electric', 'Flying', 'Steel']}",{'160%': ['Ground']},Yes,No,Formerly (1st tier level),Formerly,Yes,Yes,2002
310,Manectric,https://static.wikia.nocookie.net/pokemongo/images/3/37/Manectric.png,Electric,,Hoenn,Discharge,"1,5","40,2",Electrike family,215,127,172,28,2340,16,147,20%,6%,50%,50%,"{'62.5%': ['Electric', 'Flying', 'Steel']}",{'160%': ['Ground']},Yes,No,Formerly (3rd tier level),Formerly,Yes,Yes,2002
311,Plusle,https://static.wikia.nocookie.net/pokemongo/images/b/b0/Plusle.png,Electric,,Hoenn,Cheering,"0,41","4,2",Plusle family,167,129,155,20,1778,14,134,30%,9%,50%,50%,"{'62.5%': ['Electric', 'Flying', 'Steel']}",{'160%': ['Ground']},Yes,No,Formerly (1st tier level),Formerly,Yes,No,2002
312,Minun,https://static.wikia.nocookie.net/pokemongo/images/f/f5/Minun.png,Electric,,Hoenn,Cheering,"0,41","4,2",Minun family,147,150,155,19,1694,14,134,30%,9%,50%,50%,"{'62.5%': ['Electric', 'Flying', 'Steel']}",{'160%': ['Ground']},Yes,No,Formerly (1st tier level),Formerly,Yes,No,2002
313,Volbeat,https://static.wikia.nocookie.net/pokemongo/images/3/3a/Volbeat.png,Bug,,Hoenn,Firefly,"0,71","17,7",Volbeat family,143,166,163,20,1771,15,140,30%,9%,N/A,N/A,"{'62.5%': ['Fighting', 'Grass', 'Ground']}","{'160%': ['Fire', 'Flying', 'Rock']}",Yes,No,Formerly (1st tier level),Formerly,Yes,No,2002
314,Illumise,https://static.wikia.nocookie.net/pokemongo/images/e/ea/Illumise.png,Bug,,Hoenn,Firefly,"0,61","17,7",Illumise family,143,166,163,20,1771,15,140,30%,9%,N/A,N/A,"{'62.5%': ['Fighting', 'Grass', 'Ground']}","{'160%': ['Fire', 'Flying', 'Rock']}",Yes,No,Formerly (1st tier level),Formerly,Yes,No,2002
315,Roselia,https://static.wikia.nocookie.net/pokemongo/images/f/f9/Roselia.png,Grass,Poison,Hoenn,Thorn,"0,3",2,Roselia family,186,131,137,22,1870,12,120,30%,9%,50%,50%,"{'62.5%': ['Electric', 'Fairy', 'Fighting', 'Water'], '39%': ['Grass']}","{'160%': ['Fire', 'Flying', 'Ice', 'Psychic']}",Yes,No,Formerly (1st tier level),Formerly,Yes,No,2002
316,Gulpin,https://static.wikia.nocookie.net/pokemongo/images/3/31/Gulpin.png,Poison,,Hoenn,Stomach,"0,41","10,3",Gulpin family,80,99,172,10,866,16,147,50%,10%,50%,50%,"{'62.5%': ['Bug', 'Fairy', 'Fighting', 'Grass', 'Poison']}","{'160%': ['Ground', 'Psychic']}",Yes,No,No,Formerly,No,No,2002
317,Swalot,https://static.wikia.nocookie.net/pokemongo/images/4/48/Swalot.png,Poison,,Hoenn,Poison,"1,7",80,Gulpin family,140,159,225,23,1978,21,189,20%,6%,50%,50%,"{'62.5%': ['Bug', 'Fairy', 'Fighting', 'Grass', 'Poison']}","{'160%': ['Ground', 'Psychic']}",Yes,No,Formerly (3rd tier level),Formerly,No,No,2002
318,Carvanha,https://static.wikia.nocookie.net/pokemongo/images/f/fe/Carvanha.png,Water,Dark,Hoenn,Savage,"0,79","20,8",Carvanha family,171,39,128,10,1020,12,113,50%,10%,50%,50%,"{'62.5%': ['Dark', 'Fire', 'Ghost', 'Ice', 'Steel', 'Water'], '39%': ['Psychic']}","{'160%': ['Bug', 'Electric', 'Fairy', 'Fighting', 'Grass']}",Yes,No,Formerly (1st tier level),Yes,Yes,Yes,2002
319,Sharpedo,https://static.wikia.nocookie.net/pokemongo/images/b/b0/Sharpedo.png,Water,Dark,Hoenn,Brutal,"1,8","88,8",Carvanha family,243,83,172,25,2181,16,147,20%,6%,50%,50%,"{'62.5%': ['Dark', 'Fire', 'Ghost', 'Ice', 'Steel', 'Water'], '39%': ['Psychic']}","{'160%': ['Bug', 'Electric', 'Fairy', 'Fighting', 'Grass']}",Yes,No,Formerly (3rd tier level),No,Yes,Yes,2002
320,Wailmer,https://static.wikia.nocookie.net/pokemongo/images/3/30/Wailmer.png,Water,,Hoenn,Ball,"2,01",130,Wailmer family,136,68,277,16,1468,26,230,50%,10%,50%,50%,"{'62.5%': ['Fire', 'Ice', 'Steel', 'Water']}","{'160%': ['Electric', 'Grass']}",Yes,Yes (2-km Eggs),Formerly (1st tier level),Formerly,Yes,No,2002
321,Wailord,https://static.wikia.nocookie.net/pokemongo/images/8/89/Wailord.png,Water,,Hoenn,Float,"14,5",398,Wailmer family,175,87,347,26,2280,32,286,20%,6%,50%,50%,"{'62.5%': ['Fire', 'Ice', 'Steel', 'Water']}","{'160%': ['Electric', 'Grass']}",No,No,No,No,Yes,No,2002
322,Numel,https://static.wikia.nocookie.net/pokemongo/images/1/10/Numel.png,Fire,Ground,Hoenn,Numb,"0,71",24,Numel family,119,79,155,11,1057,14,134,50%,10%,50%,50%,"{'62.5%': ['Bug', 'Fairy', 'Fire', 'Poison', 'Steel'], '39%': ['Electric']}","{'160%': ['Ground'], '256%': ['Water']}",Yes,No,No,Formerly,No,Yes,2002
323,Camerupt,https://static.wikia.nocookie.net/pokemongo/images/a/a6/Camerupt.png,Fire,Ground,Hoenn,Eruption,"1,91",220,Numel family,194,136,172,26,2193,16,147,20%,6%,50%,50%,"{'62.5%': ['Bug', 'Fairy', 'Fire', 'Poison', 'Steel'], '39%': ['Electric']}","{'160%': ['Ground'], '256%': ['Water']}",Yes,No,Formerly (3rd tier level),No,No,Yes,2002
324,Torkoal,https://static.wikia.nocookie.net/pokemongo/images/6/63/Torkoal.png,Fire,,Hoenn,Coal,"0,51","80,4",Torkoal family,151,203,172,24,2093,16,147,30%,9%,50%,50%,"{'62.5%': ['Bug', 'Fairy', 'Fire', 'Grass', 'Ice', 'Steel']}","{'160%': ['Ground', 'Rock', 'Water']}",Yes,No,No,No,No,No,2002
325,Spoink,https://static.wikia.nocookie.net/pokemongo/images/8/85/Spoink.png,Psychic,,Hoenn,Bounce,"0,71","30,6",Spoink family,125,122,155,15,1334,14,134,50%,10%,50%,50%,"{'62.5%': ['Fighting', 'Psychic']}","{'160%': ['Bug', 'Dark', 'Ghost']}",Yes,No,Formerly (1st tier level),Formerly,Yes,No,2002
326,Grumpig,https://static.wikia.nocookie.net/pokemongo/images/4/46/Grumpig.png,Psychic,,Hoenn,Manipulate,"0,89","71,5",Spoink family,171,188,190,28,2369,17,162,20%,6%,50%,50%,"{'62.5%': ['Fighting', 'Psychic']}","{'160%': ['Bug', 'Dark', 'Ghost']}",Yes,No,Formerly (3rd tier level),No,Yes,No,2002
327,Spinda,https://static.wikia.nocookie.net/pokemongo/images/3/3b/Spinda.png,Normal,,Hoenn,Spot,"1,09",5,Spinda family,116,116,155,13,1220,14,134,30%,9%,50%,50%,{'39%': ['Ghost']},{'160%': ['Fighting']},No,No,Formerly (3rd tier level),Yes,Yes,No,2002
328,Trapinch,https://static.wikia.nocookie.net/pokemongo/images/e/e7/Trapinch.png,Ground,,Hoenn,Ant,"0,71",15,Trapinch family,162,78,128,14,1274,12,113,40%,9%,50%,50%,"{'62.5%': ['Poison', 'Rock'], '39%': ['Electric']}","{'160%': ['Grass', 'Ice', 'Water']}",Yes,No,Formerly (1st tier level),Formerly,Yes,Yes,2002
329,Vibrava,https://static.wikia.nocookie.net/pokemongo/images/1/13/Vibrava.png,Ground,Dragon,Hoenn,Vibration,"1,09","15,3",Trapinch family,134,99,137,13,1225,12,120,10%,6%,50%,50%,"{'62.5%': ['Fire', 'Poison', 'Rock'], '24%': ['Electric']}","{'160%': ['Dragon', 'Fairy'], '256%': ['Ice']}",Yes,No,Formerly (3rd tier level),Formerly,Yes,Yes,2002
330,Flygon,https://static.wikia.nocookie.net/pokemongo/images/7/72/Flygon.png,Ground,Dragon,Hoenn,Mystic,"2,01",82,Trapinch family,205,168,190,32,2661,17,162,5%,5%,50%,50%,"{'62.5%': ['Fire', 'Poison', 'Rock'], '24%': ['Electric']}","{'160%': ['Dragon', 'Fairy'], '256%': ['Ice']}",Yes,No,Formerly (3rd tier level),No,Yes,Yes,2002
